Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Disease
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,arythmie
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,,,,,,,,,tuberculose
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,maux_de_tete,perte_odorat,,,,,,,,,covid19
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,arythmie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,nausees,,,,,,,,,,,syndrome_colon_irritable
demangeaisons,eternuements,fatigue,nez_qui_coule,toux,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
anxiete,douleur_thoracique,essoufflement,palpitations,vertiges,,,,,,,,,,,arythmie
diarrhee,insomnie,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,,,hyperthyroidie
confusion,faiblesse_bras,maux_de_tete_soudain,perte_equilibre,trouble_parole,vertiges,,,,,,,,,,avc
fievre,nausees,perte_appetit,vomissements,,,,,,,,,,,,appendicite
douleur_abdominale_droite,fatigue,jaunisse,perte_appetit,selles_decolorees,urine_foncee,vomissements,,,,,,,,,hepatite
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,diabete_type2
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,insuffisance_cardiaque
douleur_thoracique,fatigue,fievre,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,hepatite
difficulte_a_avaler,fatigue,fievre,mal_gorge,toux,,,,,,,,,,,angine
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
diarrhee,fatigue,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,,covid19
demangeaisons,eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,,,,,,,,,,,eczema
crampes,diarrhee,douleurs_abdominales,fatigue,fievre,nausees,vomissements,,,,,,,,,gastroenterite
douleurs_musculaires,essoufflement,fatigue,fievre,toux_seche,,,,,,,,,,,covid19
exophtalmie,insomnie,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,,hyperthyroidie
diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,appendicite
croutes,demangeaisons,inflammation,peau_rouge,peau_seche,,,,,,,,,,,eczema
douleur_abdominale_droite,fatigue,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,,hepatite
demangeaisons,eternuements,fatigue,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,rhinite_allergique
douleurs_musculaires,fatigue,fievre_cyclique,frissons,nausees,sueurs,vomissements,,,,,,,,,paludisme
croutes,demangeaisons,eruption_cutanee,peau_rouge,,,,,,,,,,,,eczema
aura,confusion_post_crise,convulsions,fatigue_post_crise,perte_conscience,,,,,,,,,,,epilepsie
fatigue,maux_de_tete_intense,nausees,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,,migraine
diarrhee,douleurs_abdominales,fatigue,fievre,nausees,vomissements,,,,,,,,,,gastroenterite
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,,arthrite
anxiete,douleur_thoracique,essoufflement,fatigue,vertiges,,,,,,,,,,,arythmie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,nausees,,,,,,,,,,,syndrome_colon_irritable
essoufflement,expectorations,fievre,sueurs_nocturnes,toux,,,,,,,,,,,pneumonie
douleur_abdominale_droite,jaunisse,nausees,selles_decolorees,urine_foncee,vomissements,,,,,,,,,,hepatite
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,,,,,,,,,,insuffisance_cardiaque
anxiete,difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,,,,,,,,,,,angine
difficulte_a_avaler,ganglions_gonfles,mal_gorge,maux_de_tete,,,,,,,,,,,,angine
fatigue,insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
diarrhee,douleur_abdominale_droite,fievre,nausees,vomissements,,,,,,,,,,,appendicite
fievre_cyclique,frissons,nausees,sueurs,vomissements,,,,,,,,,,,paludisme
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,vertiges,,,,,,,,,,avc
anxiete,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,asthme
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,vertiges,,,,,,,,,,,avc
anxiete,douleur_bras_gauche,douleur_thoracique,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,,infarctus
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,toux,,,,,,,,,,bronchite
diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,perte_appetit,vomissements,,,,,,,,,appendicite
aura,confusion_post_crise,fatigue_post_crise,incontinence,perte_conscience,,,,,,,,,,,epilepsie
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,psoriasis
douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,nez_qui_coule,,,,,,,,,,grippe
douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,,,,,,,,,,,infarctus
fatigue,fievre,frissons,mal_gorge,maux_de_tete,nez_qui_coule,toux,,,,,,,,,grippe
aura,confusion_post_crise,fatigue_post_crise,incontinence,perte_conscience,,,,,,,,,,,epilepsie
eternuements,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,,,,rhinite_allergique
anxiete,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
douleurs_musculaires,fatigue,fievre,maux_de_tete,nez_qui_coule,perte_appetit,,,,,,,,,,grippe
fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,,paludisme
douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,covid19
douleur_thoracique,fatigue,fievre,perte_appetit,perte_de_poids,sueurs_nocturnes,,,,,,,,,,tuberculose
douleur_bras_gauche,douleur_thoracique,fatigue_extreme,nausees,sueurs_froides,,,,,,,,,,,infarctus
douleur_abdominale_droite,fatigue,jaunisse,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,,,hepatite
aura,confusion_post_crise,convulsions,morsure_langue,perte_conscience,,,,,,,,,,,epilepsie
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,plaques_peau,,,,,,,,,,,psoriasis
anemie,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,,,,,,,,,paludisme
diarrhee,douleurs_abdominales,fatigue,vomissements,,,,,,,,,,,,gastroenterite
confusion_post_crise,fatigue_post_crise,morsure_langue,perte_conscience,,,,,,,,,,,,epilepsie
douleur_position,fatigue,limitation_mouvement,raideur_dos,,,,,,,,,,,,lombalgie
abdomen_gonflé,essoufflement,fatigue,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
douleur_dos,douleur_position,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,lombalgie
aura,confusion_post_crise,convulsions,morsure_langue,,,,,,,,,,,,epilepsie
diarrhee,douleur_au_mouvement,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,appendicite
diarrhee,fatigue,insomnie,nervosité,perte_de_poids,tremblements,,,,,,,,,,hyperthyroidie
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,covid19
demangeaisons,douleurs_articulaires,inflammation,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
douleurs_musculaires,fatigue,fievre_cyclique,frissons,nausees,sueurs,vomissements,,,,,,,,,paludisme
crampes,diarrhee,douleurs_abdominales,nausees,vomissements,,,,,,,,,,,gastroenterite
bradycardie,cheveux_cassants,depression,fatigue,frilosite,prise_de_poids,,,,,,,,,,hypothyroidie
abdomen_gonflé,fatigue,oedemes_jambes,toux_nocturne,vertiges,,,,,,,,,,,insuffisance_cardiaque
douleurs_musculaires,fatigue,fievre,maux_de_tete,perte_appetit,toux,,,,,,,,,,grippe
croutes,demangeaisons,eruption_cutanee,inflammation,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
croutes,eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,eczema
douleur_thoracique,expectorations,fatigue,fievre,frissons,sueurs_nocturnes,toux,,,,,,,,,pneumonie
eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
anxiete,douleur_thoracique,fatigue,palpitations,syncope,vertiges,,,,,,,,,,arythmie
cicatrisation_lente,faim_excessive,fatigue,urines_frequentes,vision_trouble,,,,,,,,,,,diabete_type2
demangeaisons,eruption_cutanee,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,,eczema
anxiete,douleur_thoracique,essoufflement,nausees,sueurs_froides,vertiges,,,,,,,,,,infarctus
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,prise_de_poids,toux_nocturne,,,,,,,,,,insuffisance_cardiaque
faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,,,,,,,,,,,avc
essoufflement,expectorations,fievre,maux_de_tete,sueurs_nocturnes,toux,,,,,,,,,,pneumonie
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,toux_chronique,,,,,,,,,tuberculose
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,,,,,,,,,,,eczema
douleur_thoracique,fievre,hemoptysie,perte_appetit,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_vision,vertiges,,,,,,,,,avc
douleur_dos,douleur_position,raideur_dos,spasmes_musculaires,,,,,,,,,,,,lombalgie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,vomissements,,,,,,,,,,,ulcere_gastrique
abdomen_gonflé,essoufflement,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
crampes,douleurs_abdominales,fatigue,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
bourdonnements_oreilles,essoufflement,fatigue,maux_de_tete,vertiges,,,,,,,,,,,hypertension
douleur_dos,douleur_position,fatigue,irradiation_jambe,raideur_dos,,,,,,,,,,,lombalgie
difficulte_a_avaler,ganglions_gonfles,mal_gorge,maux_de_tete,nausees,toux,,,,,,,,,,angine
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_vision,vertiges,,,,,,,,,,avc
constipation,diarrhee,douleur_abdominale_droite,fievre,nausees,perte_appetit,vomissements,,,,,,,,,appendicite
douleurs_articulaires,inflammation,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,maux_de_tete,sueurs_nocturnes,,,,,,,,,pneumonie
douleur_dos,douleur_position,fatigue,irradiation_jambe,limitation_mouvement,spasmes_musculaires,,,,,,,,,,lombalgie
douleurs_abdominales,fatigue,nausees,vomissements,,,,,,,,,,,,gastroenterite
diarrhee,exophtalmie,insomnie,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,,,,,,,,,,,arythmie
croutes,demangeaisons,eruption_cutanee,inflammation,peau_rouge,peau_seche,,,,,,,,,,eczema
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,fatigue,nausees,,,,,,,,,,,syndrome_colon_irritable
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
epistaxis,fatigue,maux_de_tete,vertiges,vision_trouble,,,,,,,,,,,hypertension
demangeaisons,eternuements,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
diarrhee,exophtalmie,fatigue,nervosité,palpitations,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
constipation,diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,appendicite
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,,,,,,,,,,,pneumonie
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,insuffisance_cardiaque
anxiete,douleur_thoracique,fatigue,palpitations,syncope,vertiges,,,,,,,,,,arythmie
aura,confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,,,,,,,,,,epilepsie
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,toux,,,,,,,,,,bronchite
confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,,,,,,,,,,,epilepsie
fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,,lombalgie
diarrhee,essoufflement,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,covid19
eternuements,fatigue,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
douleur_abdominale_droite,jaunisse,nausees,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,,,hepatite
eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,,eczema
difficulte_a_avaler,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,nausees,toux,,,,,,,,,angine
demangeaisons,inflammation,ongles_epaissis,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
douleurs_articulaires,fatigue,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,,,,,,,,,,tuberculose
douleur_dos,douleur_position,fatigue,irradiation_jambe,raideur_dos,spasmes_musculaires,,,,,,,,,,lombalgie
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,vomissements,,,,,,,,,meningite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
douleur_dos,douleur_position,irradiation_jambe,raideur_dos,spasmes_musculaires,,,,,,,,,,,lombalgie
crampes,diarrhee,douleurs_abdominales,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vomissements,,,,,,,,,,,migraine
douleurs_articulaires,fatigue,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
douleur_thoracique,essoufflement,expectorations,sifflement_respiratoire,toux,,,,,,,,,,,bronchite
diarrhee,douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,covid19
eternuements,fatigue,nez_qui_coule,yeux_qui_piquent,,,,,,,,,,,,rhinite_allergique
essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,asthme
demangeaisons,eternuements,fatigue,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,rhinite_allergique
aura_visuelle,fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,migraine
douleur_dos,douleur_position,fatigue,limitation_mouvement,raideur_dos,,,,,,,,,,,lombalgie
bourdonnements_oreilles,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,,,hypertension
anemie,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,,paludisme
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,hepatite
fatigue,fievre,mal_gorge,maux_de_tete,nez_qui_coule,toux,,,,,,,,,,grippe
difficulte_a_avaler,fievre,ganglions_gonfles,mal_gorge,nausees,toux,,,,,,,,,,angine
fatigue,jaunisse,nausees,selles_decolorees,urine_foncee,vomissements,,,,,,,,,,hepatite
bradycardie,constipation,fatigue,frilosite,oedemes,prise_de_poids,,,,,,,,,,hypothyroidie
douleur_bras_gauche,essoufflement,fatigue_extreme,nausees,sueurs_froides,,,,,,,,,,,infarctus
chaleur_articulaire,fatigue,fievre,gonflement_articulations,raideur_matinale,,,,,,,,,,,arthrite
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,covid19
douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,,appendicite
douleur_thoracique,fatigue,fievre,hemoptysie,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,tuberculose
demangeaisons,eruption_cutanee,peau_rouge,sensibilite_peau,,,,,,,,,,,,eczema
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,sueurs_nocturnes,toux_chronique,,,,,,,,,tuberculose
douleurs_articulaires,inflammation,peau_ecailleuse,plaques_peau,,,,,,,,,,,,psoriasis
essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,,,,,,,,,,insuffisance_cardiaque
douleur_abdominale_droite,fatigue,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,,,hepatite
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,toux,,,,,,,,,,,angine
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,nausees,,,,,,,,,,syndrome_colon_irritable
croutes,demangeaisons,inflammation,peau_rouge,peau_seche,,,,,,,,,,,eczema
douleur_thoracique,fatigue,fievre,perte_appetit,perte_de_poids,sueurs_nocturnes,,,,,,,,,,tuberculose
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,maux_de_tete,toux,,,,,,,,,pneumonie
anemie,fatigue,fievre_cyclique,frissons,maux_de_tete,,,,,,,,,,,paludisme
diarrhee,insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
douleur_thoracique,essoufflement,expectorations,fatigue,sifflement_respiratoire,toux,,,,,,,,,,bronchite
anemie,douleurs_musculaires,fievre_cyclique,frissons,maux_de_tete,sueurs,,,,,,,,,,paludisme
aura,confusion_post_crise,convulsions,fatigue_post_crise,incontinence,perte_conscience,,,,,,,,,,epilepsie
confusion,eruption_cutanee,fievre,maux_de_tete_intense,raideur_nuque,vomissements,,,,,,,,,,meningite
anxiete,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,,,,,,,,,,,asthme
douleur_abdominale_droite,fatigue,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,,hepatite
demangeaisons,eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,,,,,,,,,,,eczema
diarrhee,insomnie,nervosité,palpitations,tremblements,,,,,,,,,,,hyperthyroidie
douleur_abdominale_droite,fatigue,jaunisse,perte_appetit,urine_foncee,vomissements,,,,,,,,,,hepatite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,vomissements,,,,,,,,,,ulcere_gastrique
eternuements,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
constipation,diarrhee,douleur_abdominale_droite,fievre,vomissements,,,,,,,,,,,appendicite
faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,,,,,,,,,,,avc
douleur_thoracique,essoufflement,expectorations,fatigue,maux_de_tete,toux,,,,,,,,,,pneumonie
fatigue,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,,migraine
bourdonnements_oreilles,epistaxis,essoufflement,maux_de_tete,palpitations,vision_trouble,,,,,,,,,,hypertension
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,paludisme
diarrhee,exophtalmie,insomnie,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
diarrhee,exophtalmie,fatigue,insomnie,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,hyperthyroidie
douleur_dos,fatigue,irradiation_jambe,limitation_mouvement,spasmes_musculaires,,,,,,,,,,,lombalgie
confusion,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,vertiges,,,,,,,,,,avc
fatigue,fievre,hemoptysie,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,nausees,,,,,,,,,,,syndrome_colon_irritable
aura,confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,epilepsie
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,nausees,toux,,,,,,,,,angine
